position_id,bus_id,latitude,longitude,timestamp
139,16,36.724639,10.284583,2026-05-01 00:23:10
140,29,36.80645,10.051115,2026-05-01 00:23:20
141,30,36.865775,10.232476,2026-05-01 00:23:30
142,20,36.846538,10.00339,2026-05-01 00:23:40
143,23,36.730992,10.015534,2026-05-01 00:23:50
144,1,36.773158,10.041535,2026-05-01 00:24:00
145,13,36.791775,10.132831,2026-05-01 00:24:10
146,19,36.725523,10.082045,2026-05-01 00:24:20
147,14,36.768268,10.119135,2026-05-01 00:24:30
148,16,36.829604,10.017457,2026-05-01 00:24:40
149,5,36.806236,10.142711,2026-05-01 00:24:50
150,6,36.802595,10.05924,2026-05-01 00:25:00
151,37,36.848299,10.081033,2026-05-01 00:25:10
152,6,36.770031,10.175328,2026-05-01 00:25:20
153,14,36.844124,10.18438,2026-05-01 00:25:30
154,37,36.803415,10.284595,2026-05-01 00:25:40
155,34,36.701017,10.104867,2026-05-01 00:25:50
156,32,36.752093,10.013551,2026-05-01 00:26:00
157,23,36.883897,10.046783,2026-05-01 00:26:10
158,50,36.750735,10.283038,2026-05-01 00:26:20
159,19,36.733882,10.056911,2026-05-01 00:26:30
160,43,36.82806,10.225664,2026-05-01 00:26:40
161,29,36.809149,10.038932,2026-05-01 00:26:50
162,33,36.744244,10.169124,2026-05-01 00:27:00
163,14,36.804603,10.145778,2026-05-01 00:27:10
164,7,36.765659,10.280847,2026-05-01 00:27:20
165,19,36.742831,10.071635,2026-05-01 00:27:30
166,41,36.74473,10.099562,2026-05-01 00:27:40
167,34,36.891711,10.186574,2026-05-01 00:27:50
168,4,36.877793,10.197009,2026-05-01 00:28:00
169,45,36.809938,10.127536,2026-05-01 00:28:10
170,29,36.753552,10.056934,2026-05-01 00:28:20
171,22,36.708216,10.09157,2026-05-01 00:28:30
172,32,36.799058,10.28418,2026-05-01 00:28:40
173,38,36.894817,10.299365,2026-05-01 00:28:50
174,15,36.863251,10.216238,2026-05-01 00:29:00
175,47,36.793264,10.125287,2026-05-01 00:29:10
176,37,36.778901,10.192922,2026-05-01 00:29:20
177,12,36.790922,10.155171,2026-05-01 00:29:30
178,38,36.795769,10.204448,2026-05-01 00:29:40
179,34,36.866415,10.199225,2026-05-01 00:29:50
180,40,36.75357,10.236457,2026-05-01 00:30:00
181,32,36.763217,10.233744,2026-05-01 00:30:10
182,31,36.843913,10.063487,2026-05-01 00:30:20
183,14,36.864941,10.113069,2026-05-01 00:30:30
184,49,36.752846,10.075391,2026-05-01 00:30:40
185,2,36.796257,10.130626,2026-05-01 00:30:50
186,30,36.861203,10.175256,2026-05-01 00:31:00
187,36,36.874138,10.224399,2026-05-01 00:31:10
188,33,36.877932,10.118109,2026-05-01 00:31:20
189,26,36.803749,10.101496,2026-05-01 00:31:30
190,29,36.761614,10.196566,2026-05-01 00:31:40
191,7,36.704903,10.106157,2026-05-01 00:31:50
192,20,36.791227,10.006639,2026-05-01 00:32:00
193,11,36.725953,10.186261,2026-05-01 00:32:10
194,22,36.813902,10.220794,2026-05-01 00:32:20
195,5,36.87173,10.237943,2026-05-01 00:32:30
196,5,36.864859,10.129375,2026-05-01 00:32:40
197,1,36.851886,10.057595,2026-05-01 00:32:50
198,13,36.821824,10.0487,2026-05-01 00:33:00
199,16,36.702789,10.026178,2026-05-01 00:33:10
200,2,36.768978,10.092386,2026-05-01 00:33:20
201,21,36.869179,10.237945,2026-05-01 00:33:30
202,23,36.899537,10.268487,2026-05-01 00:33:40
203,7,36.871599,10.077172,2026-05-01 00:33:50
204,12,36.862781,10.077363,2026-05-01 00:34:00
205,21,36.858937,10.178906,2026-05-01 00:34:10
206,33,36.721044,10.03198,2026-05-01 00:34:20
207,40,36.851207,10.172507,2026-05-01 00:34:30
208,3,36.838688,10.183737,2026-05-01 00:34:40
209,20,36.796111,10.073009,2026-05-01 00:34:50
210,9,36.826935,10.173815,2026-05-01 00:35:00
211,12,36.707391,10.189727,2026-05-01 00:35:10
212,14,36.781313,10.080014,2026-05-01 00:35:20
213,29,36.767962,10.019019,2026-05-01 00:35:30
214,3,36.891451,10.015966,2026-05-01 00:35:40
215,27,36.828396,10.266435,2026-05-01 00:35:50
216,22,36.780058,10.164406,2026-05-01 00:36:00
217,24,36.768274,10.125027,2026-05-01 00:36:10
218,14,36.887108,10.287348,2026-05-01 00:36:20
219,25,36.85832,10.098252,2026-05-01 00:36:30
220,24,36.822882,10.139279,2026-05-01 00:36:40
221,46,36.799879,10.243435,2026-05-01 00:36:50
222,31,36.854009,10.055911,2026-05-01 00:37:00
223,36,36.835799,10.280169,2026-05-01 00:37:10
224,31,36.700142,10.03784,2026-05-01 00:37:20
225,40,36.760621,10.213892,2026-05-01 00:37:30
226,26,36.739553,10.197229,2026-05-01 00:37:40
227,7,36.793673,10.014882,2026-05-01 00:37:50
228,22,36.882088,10.133865,2026-05-01 00:38:00
229,9,36.749054,10.196124,2026-05-01 00:38:10
230,14,36.818246,10.168493,2026-05-01 00:38:20
231,21,36.761333,10.018386,2026-05-01 00:38:30
232,47,36.853097,10.16225,2026-05-01 00:38:40
233,1,36.703093,10.158279,2026-05-01 00:38:50
234,20,36.757979,10.230415,2026-05-01 00:39:00
235,42,36.733528,10.031602,2026-05-01 00:39:10
236,40,36.709623,10.052439,2026-05-01 00:39:20
237,40,36.700751,10.276788,2026-05-01 00:39:30
238,24,36.767141,10.131903,2026-05-01 00:39:40
239,45,36.711786,10.083312,2026-05-01 00:39:50
240,40,36.787365,10.143655,2026-05-01 00:40:00
241,6,36.869429,10.190973,2026-05-01 00:40:10
242,21,36.783421,10.266239,2026-05-01 00:40:20
243,3,36.869497,10.179924,2026-05-01 00:40:30
244,40,36.862115,10.081652,2026-05-01 00:40:40
245,12,36.823046,10.168325,2026-05-01 00:40:50
246,39,36.891983,10.254733,2026-05-01 00:41:00
247,40,36.792646,10.019384,2026-05-01 00:41:10
248,23,36.881,10.260188,2026-05-01 00:41:20
249,31,36.702314,10.185947,2026-05-01 00:41:30
250,40,36.780635,10.054915,2026-05-01 00:41:40
251,29,36.88955,10.209955,2026-05-01 00:41:50
252,16,36.705015,10.135008,2026-05-01 00:42:00
253,45,36.762844,10.234935,2026-05-01 00:42:10
254,24,36.879815,10.147166,2026-05-01 00:42:20
255,45,36.711363,10.077951,2026-05-01 00:42:30
256,33,36.771758,10.232512,2026-05-01 00:42:40
257,5,36.772593,10.193976,2026-05-01 00:42:50
258,24,36.720518,10.055747,2026-05-01 00:43:00
259,30,36.874446,10.176173,2026-05-01 00:43:10
260,23,36.789629,10.2029,2026-05-01 00:43:20
261,2,36.870904,10.16283,2026-05-01 00:43:30
262,10,36.832077,10.141654,2026-05-01 00:43:40
263,29,36.849201,10.194376,2026-05-01 00:43:50
264,3,36.765513,10.297543,2026-05-01 00:44:00
265,37,36.830508,10.009784,2026-05-01 00:44:10
266,18,36.821815,10.143569,2026-05-01 00:44:20
267,45,36.820683,10.207982,2026-05-01 00:44:30
268,41,36.764448,10.047609,2026-05-01 00:44:40
269,28,36.805362,10.285725,2026-05-01 00:44:50
270,30,36.811808,10.139064,2026-05-01 00:45:00
271,31,36.899664,10.091572,2026-05-01 00:45:10
272,16,36.717037,10.214553,2026-05-01 00:45:20
273,45,36.827483,10.049461,2026-05-01 00:45:30
274,40,36.756765,10.209311,2026-05-01 00:45:40
275,45,36.795393,10.289756,2026-05-01 00:45:50
276,1,36.73985,10.159452,2026-05-01 00:46:00
277,23,36.847376,10.275626,2026-05-01 00:46:10
278,22,36.820242,10.295001,2026-05-01 00:46:20
279,24,36.875447,10.235764,2026-05-01 00:46:30
280,50,36.780831,10.23592,2026-05-01 00:46:40
281,6,36.731954,10.245591,2026-05-01 00:46:50
282,15,36.878057,10.260557,2026-05-01 00:47:00
283,27,36.749682,10.132002,2026-05-01 00:47:10
284,16,36.735267,10.261502,2026-05-01 00:47:20
285,49,36.887943,10.017034,2026-05-01 00:47:30
286,22,36.793254,10.272734,2026-05-01 00:47:40
287,17,36.792275,10.061151,2026-05-01 00:47:50
288,19,36.81144,10.211705,2026-05-01 00:48:00
289,25,36.720984,10.115123,2026-05-01 00:48:10
290,26,36.779288,10.101429,2026-05-01 00:48:20
291,9,36.872139,10.211414,2026-05-01 00:48:30
292,3,36.783969,10.144205,2026-05-01 00:48:40
293,40,36.799477,10.0434,2026-05-01 00:48:50
294,11,36.891176,10.120216,2026-05-01 00:49:00
295,38,36.821203,10.173429,2026-05-01 00:49:10
296,14,36.894988,10.034108,2026-05-01 00:49:20
297,44,36.829832,10.062048,2026-05-01 00:49:30
298,42,36.813834,10.058986,2026-05-01 00:49:40
299,35,36.808285,10.014132,2026-05-01 00:49:50
300,38,36.841624,10.028613,2026-05-01 00:50:00
301,25,36.890375,10.283493,2026-05-01 00:50:10
302,32,36.823591,10.012694,2026-05-01 00:50:20
303,49,36.848353,10.195063,2026-05-01 00:50:30
304,25,36.815668,10.258963,2026-05-01 00:50:40
305,40,36.716709,10.032896,2026-05-01 00:50:50
306,40,36.758416,10.069119,2026-05-01 00:51:00
307,5,36.833445,10.216375,2026-05-01 00:51:10
308,44,36.803548,10.13739,2026-05-01 00:51:20
309,49,36.709265,10.035004,2026-05-01 00:51:30
310,12,36.784507,10.279046,2026-05-01 00:51:40
311,19,36.802322,10.007636,2026-05-01 00:51:50
312,50,36.783943,10.186239,2026-05-01 00:52:00
313,43,36.854221,10.178468,2026-05-01 00:52:10
314,21,36.736058,10.292369,2026-05-01 00:52:20
315,49,36.797408,10.091453,2026-05-01 00:52:30
316,30,36.887878,10.232713,2026-05-01 00:52:40
317,11,36.727451,10.02026,2026-05-01 00:52:50
318,19,36.865668,10.293927,2026-05-01 00:53:00
319,33,36.827555,10.129663,2026-05-01 00:53:10
320,46,36.762988,10.254907,2026-05-01 00:53:20
321,25,36.834066,10.1687,2026-05-01 00:53:30
322,2,36.879201,10.296247,2026-05-01 00:53:40
323,37,36.806431,10.107405,2026-05-01 00:53:50
324,28,36.77024,10.148723,2026-05-01 00:54:00
325,18,36.89462,10.06547,2026-05-01 00:54:10
326,42,36.820732,10.146647,2026-05-01 00:54:20
327,33,36.832051,10.050463,2026-05-01 00:54:30
328,33,36.714502,10.029657,2026-05-01 00:54:40
329,14,36.798594,10.121824,2026-05-01 00:54:50
330,20,36.88112,10.112566,2026-05-01 00:55:00
331,10,36.838733,10.193529,2026-05-01 00:55:10
332,23,36.823303,10.130726,2026-05-01 00:55:20
333,8,36.885196,10.158914,2026-05-01 00:55:30
334,26,36.752148,10.186402,2026-05-01 00:55:40
335,8,36.843143,10.164998,2026-05-01 00:55:50
336,33,36.858453,10.240736,2026-05-01 00:56:00
337,43,36.787323,10.237946,2026-05-01 00:56:10
338,43,36.760954,10.035677,2026-05-01 00:56:20
339,41,36.822961,10.250748,2026-05-01 00:56:30
340,2,36.732909,10.052534,2026-05-01 00:56:40
341,40,36.714172,10.296231,2026-05-01 00:56:50
342,9,36.751582,10.203497,2026-05-01 00:57:00
343,47,36.811913,10.214913,2026-05-01 00:57:10
344,37,36.793918,10.140184,2026-05-01 00:57:20
345,9,36.812677,10.299946,2026-05-01 00:57:30
346,21,36.767397,10.072133,2026-05-01 00:57:40
347,32,36.821121,10.068447,2026-05-01 00:57:50
348,38,36.753845,10.272627,2026-05-01 00:58:00
349,16,36.876523,10.26438,2026-05-01 00:58:10
350,36,36.76168,10.086981,2026-05-01 00:58:20
351,46,36.77855,10.209443,2026-05-01 00:58:30
352,25,36.84699,10.257588,2026-05-01 00:58:40
353,9,36.763338,10.134186,2026-05-01 00:58:50
354,21,36.813588,10.025909,2026-05-01 00:59:00
355,35,36.703076,10.279158,2026-05-01 00:59:10
356,14,36.81011,10.044883,2026-05-01 00:59:20
357,31,36.717348,10.268964,2026-05-01 00:59:30
358,5,36.879194,10.155398,2026-05-01 00:59:40
359,35,36.843628,10.056522,2026-05-01 00:59:50
360,22,36.720648,10.007329,2026-05-01 01:00:00
361,33,36.759259,10.296821,2026-05-01 01:00:10
362,49,36.833549,10.228746,2026-05-01 01:00:20
363,30,36.874703,10.102214,2026-05-01 01:00:30
364,3,36.805186,10.099311,2026-05-01 01:00:40
365,27,36.732182,10.245785,2026-05-01 01:00:50
366,33,36.824034,10.241611,2026-05-01 01:01:00
367,11,36.766788,10.111802,2026-05-01 01:01:10
368,48,36.750185,10.264831,2026-05-01 01:01:20
369,35,36.770609,10.124858,2026-05-01 01:01:30
370,3,36.780782,10.058391,2026-05-01 01:01:40
371,29,36.823351,10.052276,2026-05-01 01:01:50
372,6,36.826061,10.291672,2026-05-01 01:02:00
373,7,36.821598,10.299953,2026-05-01 01:02:10
374,3,36.862483,10.04078,2026-05-01 01:02:20
375,33,36.750788,10.077853,2026-05-01 01:02:30
376,24,36.872478,10.061882,2026-05-01 01:02:40
377,21,36.716835,10.185771,2026-05-01 01:02:50
378,22,36.701856,10.041286,2026-05-01 01:03:00
379,4,36.848507,10.188485,2026-05-01 01:03:10
380,5,36.74134,10.062749,2026-05-01 01:03:20
381,6,36.759485,10.099182,2026-05-01 01:03:30
382,26,36.794515,10.031046,2026-05-01 01:03:40
383,49,36.802836,10.215788,2026-05-01 01:03:50
384,28,36.703075,10.238701,2026-05-01 01:04:00
385,13,36.844,10.073439,2026-05-01 01:04:10
386,33,36.861012,10.15037,2026-05-01 01:04:20
387,9,36.85938,10.007428,2026-05-01 01:04:30
388,17,36.865675,10.104004,2026-05-01 01:04:40
389,20,36.760341,10.047535,2026-05-01 01:04:50
390,10,36.819731,10.070404,2026-05-01 01:05:00
391,2,36.746993,10.015846,2026-05-01 01:05:10
392,32,36.859915,10.274161,2026-05-01 01:05:20
393,16,36.886498,10.13435,2026-05-01 01:05:30
394,19,36.782575,10.070691,2026-05-01 01:05:40
395,35,36.802083,10.009206,2026-05-01 01:05:50
396,39,36.82635,10.147827,2026-05-01 01:06:00
397,46,36.736076,10.293219,2026-05-01 01:06:10
398,40,36.785811,10.264592,2026-05-01 01:06:20
399,12,36.79635,10.260051,2026-05-01 01:06:30
400,46,36.88685,10.059758,2026-05-01 01:06:40
401,17,36.814419,10.19115,2026-05-01 01:06:50
402,3,36.891974,10.231088,2026-05-01 01:07:00
403,12,36.785003,10.299363,2026-05-01 01:07:10
404,24,36.804882,10.218882,2026-05-01 01:07:20
405,13,36.870593,10.121856,2026-05-01 01:07:30
406,34,36.896556,10.19799,2026-05-01 01:07:40
407,5,36.738315,10.111524,2026-05-01 01:07:50
408,22,36.723098,10.058122,2026-05-01 01:08:00
409,48,36.878894,10.252249,2026-05-01 01:08:10
410,47,36.800423,10.247112,2026-05-01 01:08:20
411,14,36.847334,10.046204,2026-05-01 01:08:30
412,23,36.723269,10.109607,2026-05-01 01:08:40
413,37,36.792009,10.218091,2026-05-01 01:08:50
414,20,36.810394,10.193922,2026-05-01 01:09:00
415,44,36.866523,10.1094,2026-05-01 01:09:10
416,36,36.738912,10.161928,2026-05-01 01:09:20
417,43,36.855165,10.291964,2026-05-01 01:09:30
418,6,36.859234,10.037867,2026-05-01 01:09:40
419,12,36.755301,10.128002,2026-05-01 01:09:50
420,16,36.743518,10.063041,2026-05-01 01:10:00
421,19,36.876025,10.095924,2026-05-01 01:10:10
422,38,36.738947,10.253756,2026-05-01 01:10:20
423,39,36.865899,10.092187,2026-05-01 01:10:30
424,19,36.744918,10.150036,2026-05-01 01:10:40
425,45,36.756827,10.128416,2026-05-01 01:10:50
426,7,36.832069,10.05841,2026-05-01 01:11:00
427,19,36.868952,10.206159,2026-05-01 01:11:10
428,4,36.896716,10.005827,2026-05-01 01:11:20
429,24,36.781297,10.103657,2026-05-01 01:11:30
430,48,36.734372,10.063588,2026-05-01 01:11:40
431,49,36.718371,10.105238,2026-05-01 01:11:50
432,40,36.786291,10.295613,2026-05-01 01:12:00
433,43,36.732263,10.213474,2026-05-01 01:12:10
434,20,36.864555,10.07104,2026-05-01 01:12:20
435,42,36.743666,10.067121,2026-05-01 01:12:30
436,20,36.757256,10.206055,2026-05-01 01:12:40
437,13,36.723414,10.221753,2026-05-01 01:12:50
438,9,36.762721,10.195231,2026-05-01 01:13:00
439,22,36.830496,10.233739,2026-05-01 01:13:10
440,10,36.787406,10.009364,2026-05-01 01:13:20
441,45,36.881727,10.22978,2026-05-01 01:13:30
442,35,36.837995,10.156788,2026-05-01 01:13:40
443,43,36.815151,10.059514,2026-05-01 01:13:50
444,10,36.713509,10.2149,2026-05-01 01:14:00
445,19,36.776646,10.179653,2026-05-01 01:14:10
446,24,36.747187,10.285844,2026-05-01 01:14:20
447,28,36.728841,10.030923,2026-05-01 01:14:30
448,2,36.795137,10.185962,2026-05-01 01:14:40
449,32,36.83192,10.161066,2026-05-01 01:14:50
450,18,36.879016,10.033497,2026-05-01 01:15:00
451,3,36.820892,10.119138,2026-05-01 01:15:10
452,10,36.867715,10.190617,2026-05-01 01:15:20
453,45,36.761767,10.189632,2026-05-01 01:15:30
454,44,36.704751,10.16728,2026-05-01 01:15:40
455,4,36.706983,10.215857,2026-05-01 01:15:50
456,8,36.800377,10.083063,2026-05-01 01:16:00
457,4,36.784907,10.251296,2026-05-01 01:16:10
458,17,36.740776,10.021011,2026-05-01 01:16:20
459,18,36.705923,10.015952,2026-05-01 01:16:30
460,16,36.767404,10.158608,2026-05-01 01:16:40
461,15,36.783039,10.271175,2026-05-01 01:16:50
462,13,36.846053,10.06179,2026-05-01 01:17:00
463,19,36.879978,10.005277,2026-05-01 01:17:10
464,25,36.730811,10.281961,2026-05-01 01:17:20
465,38,36.851231,10.1174,2026-05-01 01:17:30
466,26,36.786472,10.230974,2026-05-01 01:17:40
467,14,36.891395,10.102705,2026-05-01 01:17:50
468,27,36.848934,10.153431,2026-05-01 01:18:00
469,37,36.799633,10.259432,2026-05-01 01:18:10
470,45,36.86293,10.236621,2026-05-01 01:18:20
471,39,36.86084,10.055084,2026-05-01 01:18:30
472,41,36.870504,10.008411,2026-05-01 01:18:40
473,23,36.896936,10.178749,2026-05-01 01:18:50
474,48,36.893681,10.259398,2026-05-01 01:19:00
475,7,36.862061,10.16756,2026-05-01 01:19:10
476,7,36.703642,10.233957,2026-05-01 01:19:20
477,15,36.750323,10.263892,2026-05-01 01:19:30
478,35,36.808895,10.038884,2026-05-01 01:19:40
479,35,36.829796,10.216315,2026-05-01 01:19:50
480,10,36.885397,10.143645,2026-05-01 01:20:00
481,7,36.773505,10.172633,2026-05-01 01:20:10
482,11,36.803053,10.175965,2026-05-01 01:20:20
483,27,36.878388,10.246228,2026-05-01 01:20:30
484,19,36.892418,10.033106,2026-05-01 01:20:40
485,7,36.829297,10.257593,2026-05-01 01:20:50
486,9,36.795274,10.113803,2026-05-01 01:21:00
487,9,36.718793,10.13815,2026-05-01 01:21:10
488,14,36.842855,10.084891,2026-05-01 01:21:20
489,44,36.77606,10.022823,2026-05-01 01:21:30
490,24,36.723439,10.204723,2026-05-01 01:21:40
491,5,36.864721,10.113215,2026-05-01 01:21:50
492,26,36.802057,10.123477,2026-05-01 01:22:00
493,11,36.868954,10.155285,2026-05-01 01:22:10
494,38,36.800635,10.047191,2026-05-01 01:22:20
495,26,36.854336,10.249188,2026-05-01 01:22:30
496,13,36.706107,10.162706,2026-05-01 01:22:40
497,50,36.845253,10.046338,2026-05-01 01:22:50
498,30,36.70791,10.096754,2026-05-01 01:23:00
499,40,36.772482,10.283496,2026-05-01 01:23:10
500,24,36.86597,10.120569,2026-05-01 01:23:20
501,35,36.823106,10.112848,2026-05-01 01:23:30
502,21,36.849026,10.216693,2026-05-01 01:23:40
503,42,36.705407,10.063512,2026-05-01 01:23:50
504,8,36.74025,10.112068,2026-05-01 01:24:00
505,34,36.82786,10.04461,2026-05-01 01:24:10
506,41,36.71177,10.275344,2026-05-01 01:24:20
507,42,36.718611,10.187496,2026-05-01 01:24:30
508,13,36.86419,10.206275,2026-05-01 01:24:40
509,43,36.804346,10.200871,2026-05-01 01:24:50
510,20,36.788966,10.136188,2026-05-01 01:25:00
511,17,36.79219,10.064599,2026-05-01 01:25:10
512,43,36.867871,10.015858,2026-05-01 01:25:20
513,13,36.854464,10.262809,2026-05-01 01:25:30
514,9,36.885795,10.06188,2026-05-01 01:25:40
515,38,36.709429,10.267702,2026-05-01 01:25:50
516,39,36.850296,10.121644,2026-05-01 01:26:00
